Idiom	WiktionaryURL	Pos	Neg	Neu	Inapprop.	Total	%Pos	%Neg	%Neu	Maj. Label	FilterOut(X)
stay hungry	https://en.wiktionary.org/wiki/stay_hungry	5	4	1	0	10	0.500	0.400	0.100	positive	
stay on	https://en.wiktionary.org/wiki/stay_on	0	0	10	0	10	0.000	0.000	1.000	neutral	
stay put	https://en.wiktionary.org/wiki/stay_put	0	0	10	0	10	0.000	0.000	1.000	neutral	
stay the course	https://en.wiktionary.org/wiki/stay_the_course	6	0	4	0	10	0.600	0.000	0.400	positive	
stay tuned	https://en.wiktionary.org/wiki/stay_tuned	1	0	9	0	10	0.100	0.000	0.900	neutral	
steady the ship	https://en.wiktionary.org/wiki/steady_the_ship	5	0	5	0	10	0.500	0.000	0.500	positive	
steady-as-she-goes	https://en.wiktionary.org/wiki/steady-as-she-goes	3	0	7	0	10	0.300	0.000	0.700	neutral	
steal a march	https://en.wiktionary.org/wiki/steal_a_march	8	1	1	0	10	0.800	0.100	0.100	positive	
steal someone's thunder	https://en.wiktionary.org/wiki/steal_someone's_thunder	1	6	3	0	10	0.100	0.600	0.300	negative	
steal the show	https://en.wiktionary.org/wiki/steal_the_show	9	0	1	0	10	0.900	0.000	0.100	positive	
steely-eyed	https://en.wiktionary.org/wiki/steely-eyed	5	1	4	0	10	0.500	0.100	0.400	positive	
stem the tide	https://en.wiktionary.org/wiki/stem_the_tide	0	1	9	0	10	0.000	0.100	0.900	neutral	
step aside	https://en.wiktionary.org/wiki/step_aside	0	2	8	0	10	0.000	0.200	0.800	neutral	
step back	https://en.wiktionary.org/wiki/step_back	0	2	8	0	10	0.000	0.200	0.800	neutral	
step down	https://en.wiktionary.org/wiki/step_down	0	6	4	0	10	0.000	0.600	0.400	negative	
step forward	https://en.wiktionary.org/wiki/step_forward	5	0	5	0	10	0.500	0.000	0.500	positive	
step on it	https://en.wiktionary.org/wiki/step_on_it	4	0	6	0	10	0.400	0.000	0.600	neutral	
step out	https://en.wiktionary.org/wiki/step_out	1	0	9	0	10	0.100	0.000	0.900	neutral	
step over	https://en.wiktionary.org/wiki/step_over	1	0	9	0	10	0.100	0.000	0.900	neutral	
step up	https://en.wiktionary.org/wiki/step_up	5	0	5	0	10	0.500	0.000	0.500	positive	
step up one's game	https://en.wiktionary.org/wiki/step_up_one's_game	8	0	1	1	10	0.800	0.000	0.100	positive	
step up to the plate	https://en.wiktionary.org/wiki/step_up_to_the_plate	8	0	2	0	10	0.800	0.000	0.200	positive	
stepping stone	https://en.wiktionary.org/wiki/stepping_stone	5	0	5	0	10	0.500	0.000	0.500	positive	
stick around	https://en.wiktionary.org/wiki/stick_around	0	0	10	0	10	0.000	0.000	1.000	neutral	
stick by	https://en.wiktionary.org/wiki/stick_by	4	0	6	0	10	0.400	0.000	0.600	neutral	
stick in the mud	https://en.wiktionary.org/wiki/stick_in_the_mud	1	7	2	0	10	0.100	0.700	0.200	negative	
stick one's head in the sand	https://en.wiktionary.org/wiki/stick_one's_head_in_the_sand	0	6	4	0	10	0.000	0.600	0.400	negative	
stick one's neck out	https://en.wiktionary.org/wiki/stick_one's_neck_out	0	6	4	0	10	0.000	0.600	0.400	negative	
stick one's nose in	https://en.wiktionary.org/wiki/stick_one's_nose_in	0	9	1	0	10	0.000	0.900	0.100	negative	
stick out	https://en.wiktionary.org/wiki/stick_out	1	1	8	0	10	0.100	0.100	0.800	neutral	
stick to	https://en.wiktionary.org/wiki/stick_to	2	0	8	0	10	0.200	0.000	0.800	neutral	
stick to one's guns	https://en.wiktionary.org/wiki/stick_to_one's_guns	3	0	7	0	10	0.300	0.000	0.700	neutral	
stick together	https://en.wiktionary.org/wiki/stick_together	5	0	5	0	10	0.500	0.000	0.500	positive	
stick up	https://en.wiktionary.org/wiki/stick_up	2	2	6	0	10	0.200	0.200	0.600	neutral	
stick with	https://en.wiktionary.org/wiki/stick_with	1	0	9	0	10	0.100	0.000	0.900	neutral	
stick-in-the-mud	https://en.wiktionary.org/wiki/stick-in-the-mud	0	7	3	0	10	0.000	0.700	0.300	negative	
sticker shock	https://en.wiktionary.org/wiki/sticker_shock	0	8	2	0	10	0.000	0.800	0.200	negative	
sticking point	https://en.wiktionary.org/wiki/sticking_point	1	4	5	0	10	0.100	0.400	0.500	neutral	
sticky fingers	https://en.wiktionary.org/wiki/sticky_fingers	0	9	1	0	10	0.000	0.900	0.100	negative	
stiff upper lip	https://en.wiktionary.org/wiki/stiff_upper_lip	3	0	7	0	10	0.300	0.000	0.700	neutral	
stir-crazy	https://en.wiktionary.org/wiki/stir-crazy	0	8	2	0	10	0.000	0.800	0.200	negative	
stock still	https://en.wiktionary.org/wiki/stock_still	0	2	8	0	10	0.000	0.200	0.800	neutral	
stone cold	https://en.wiktionary.org/wiki/stone_cold	0	6	4	0	10	0.000	0.600	0.400	negative	
stone dead	https://en.wiktionary.org/wiki/stone_dead	0	7	3	0	10	0.000	0.700	0.300	negative	
stone's throw	https://en.wiktionary.org/wiki/stone's_throw	1	0	9	0	10	0.100	0.000	0.900	neutral	
stop and smell the roses	https://en.wiktionary.org/wiki/stop_and_smell_the_roses	9	0	1	0	10	0.900	0.000	0.100	positive	
stop at nothing	https://en.wiktionary.org/wiki/stop_at_nothing	3	3	4	0	10	0.300	0.300	0.400	neutral	
store away	https://en.wiktionary.org/wiki/store_away	0	0	10	0	10	0.000	0.000	1.000	neutral	
store up	https://en.wiktionary.org/wiki/store_up	1	0	9	0	10	0.100	0.000	0.900	neutral	
storm off	https://en.wiktionary.org/wiki/storm_off	0	10	0	0	10	0.000	1.000	0.000	negative	
straight and narrow	https://en.wiktionary.org/wiki/straight_and_narrow	6	0	4	0	10	0.600	0.000	0.400	positive	
straight arrow	https://en.wiktionary.org/wiki/straight_arrow	6	0	4	0	10	0.600	0.000	0.400	positive	
straight away	https://en.wiktionary.org/wiki/straight_away	1	0	9	0	10	0.100	0.000	0.900	neutral	
straight face	https://en.wiktionary.org/wiki/straight_face	0	0	10	0	10	0.000	0.000	1.000	neutral	
straight man	https://en.wiktionary.org/wiki/straight_man	1	0	9	0	10	0.100	0.000	0.900	neutral	
straight shooter	https://en.wiktionary.org/wiki/straight_shooter	10	0	0	0	10	1.000	0.000	0.000	positive	
straighten out	https://en.wiktionary.org/wiki/straighten_out	9	0	1	0	10	0.900	0.000	0.100	positive	
strange bedfellows	https://en.wiktionary.org/wiki/strange_bedfellows	0	1	9	0	10	0.000	0.100	0.900	neutral	
straw poll	https://en.wiktionary.org/wiki/straw_poll	0	0	10	0	10	0.000	0.000	1.000	neutral	
street appeal	https://en.wiktionary.org/wiki/street_appeal	4	0	6	0	10	0.400	0.000	0.600	neutral	
streets ahead	https://en.wiktionary.org/wiki/streets_ahead	8	0	2	0	10	0.800	0.000	0.200	positive	
streets behind	https://en.wiktionary.org/wiki/streets_behind	0	6	4	0	10	0.000	0.600	0.400	negative	
stretch one's legs	https://en.wiktionary.org/wiki/stretch_one's_legs	0	0	10	0	10	0.000	0.000	1.000	neutral	
stretch the truth	https://en.wiktionary.org/wiki/stretch_the_truth	0	5	5	0	10	0.000	0.500	0.500	negative	
strike a blow	https://en.wiktionary.org/wiki/strike_a_blow	2	5	3	0	10	0.200	0.500	0.300	negative	
strike a chord	https://en.wiktionary.org/wiki/strike_a_chord	5	0	5	0	10	0.500	0.000	0.500	positive	
strike it rich	https://en.wiktionary.org/wiki/strike_it_rich	10	0	0	0	10	1.000	0.000	0.000	positive	
strike through	https://en.wiktionary.org/wiki/strike_through	1	1	8	0	10	0.100	0.100	0.800	neutral	
strike up	https://en.wiktionary.org/wiki/strike_up	0	0	10	0	10	0.000	0.000	1.000	neutral	
strike while the iron is hot	https://en.wiktionary.org/wiki/strike_while_the_iron_is_hot	7	0	3	0	10	0.700	0.000	0.300	positive	
string attached	https://en.wiktionary.org/wiki/string_attached	0	2	8	0	10	0.000	0.200	0.800	neutral	
string of pearls	https://en.wiktionary.org/wiki/string_of_pearls	2	0	8	0	10	0.200	0.000	0.800	neutral	
string to one's bow	https://en.wiktionary.org/wiki/string_to_one's_bow	6	0	4	0	10	0.600	0.000	0.400	positive	
strings attached	https://en.wiktionary.org/wiki/strings_attached	0	7	3	0	10	0.000	0.700	0.300	negative	
strip off	https://en.wiktionary.org/wiki/strip_off	0	4	6	0	10	0.000	0.400	0.600	neutral	
strut one's stuff	https://en.wiktionary.org/wiki/strut_one's_stuff	5	3	2	0	10	0.500	0.300	0.200	positive	
stub out	https://en.wiktionary.org/wiki/stub_out	0	4	6	0	10	0.000	0.400	0.600	neutral	
stuck on	https://en.wiktionary.org/wiki/stuck_on	4	3	3	0	10	0.400	0.300	0.300	positive	
stuck up	https://en.wiktionary.org/wiki/stuck_up	2	7	1	0	10	0.200	0.700	0.100	negative	
stuff it	https://en.wiktionary.org/wiki/stuff_it	0	3	7	0	10	0.000	0.300	0.700	neutral	
stuff up	https://en.wiktionary.org/wiki/stuff_up	0	8	2	0	10	0.000	0.800	0.200	negative	
stuff you	https://en.wiktionary.org/wiki/stuff_you	0	8	0	2	10	0.000	0.800	0.000	negative	
stumbling block	https://en.wiktionary.org/wiki/stumbling_block	0	10	0	0	10	0.000	1.000	0.000	negative	
stumbling-block	https://en.wiktionary.org/wiki/stumbling-block	0	8	2	0	10	0.000	0.800	0.200	negative	
stump up	https://en.wiktionary.org/wiki/stump_up	0	0	10	0	10	0.000	0.000	1.000	neutral	
such-and-such	https://en.wiktionary.org/wiki/such-and-such	0	0	10	0	10	0.000	0.000	1.000	neutral	
suck in	https://en.wiktionary.org/wiki/suck_in	1	5	4	0	10	0.100	0.500	0.400	negative	
suck it	https://en.wiktionary.org/wiki/suck_it	0	8	0	2	10	0.000	0.800	0.000	negative	
suck it up	https://en.wiktionary.org/wiki/suck_it_up	3	3	3	1	10	0.300	0.300	0.300	positive	
suck out	https://en.wiktionary.org/wiki/suck_out	4	1	5	0	10	0.400	0.100	0.500	neutral	
sucker punch	https://en.wiktionary.org/wiki/sucker_punch	0	6	4	0	10	0.000	0.600	0.400	negative	
sudden death	https://en.wiktionary.org/wiki/sudden_death	0	8	2	0	10	0.000	0.800	0.200	negative	
suffer fools gladly	https://en.wiktionary.org/wiki/suffer_fools_gladly	0	7	3	0	10	0.000	0.700	0.300	negative	
sugar coated	https://en.wiktionary.org/wiki/sugar_coated	5	2	3	0	10	0.500	0.200	0.300	positive	
sum up	https://en.wiktionary.org/wiki/sum_up	0	0	10	0	10	0.000	0.000	1.000	neutral	
summer and winter	https://en.wiktionary.org/wiki/summer_and_winter	1	0	9	0	10	0.100	0.000	0.900	neutral	
supposed to	https://en.wiktionary.org/wiki/supposed_to	0	1	9	0	10	0.000	0.100	0.900	neutral	
sure enough	https://en.wiktionary.org/wiki/sure_enough	3	0	7	0	10	0.300	0.000	0.700	neutral	
surprise surprise	https://en.wiktionary.org/wiki/surprise_surprise	0	3	7	0	10	0.000	0.300	0.700	neutral	
suspend one's disbelief	https://en.wiktionary.org/wiki/suspend_one's_disbelief	4	0	6	0	10	0.400	0.000	0.600	neutral	
swaddling clothes	https://en.wiktionary.org/wiki/swaddling_clothes	0	0	10	0	10	0.000	0.000	1.000	neutral	
swallow one's pride	https://en.wiktionary.org/wiki/swallow_one's_pride	6	0	4	0	10	0.600	0.000	0.400	positive	
swan song	https://en.wiktionary.org/wiki/swan_song	3	0	7	0	10	0.300	0.000	0.700	neutral	
swear by	https://en.wiktionary.org/wiki/swear_by	6	0	4	0	10	0.600	0.000	0.400	positive	
swear off	https://en.wiktionary.org/wiki/swear_off	2	1	7	0	10	0.200	0.100	0.700	neutral	
sweat equity	https://en.wiktionary.org/wiki/sweat_equity	3	0	7	0	10	0.300	0.000	0.700	neutral	
sweep aside	https://en.wiktionary.org/wiki/sweep_aside	3	1	6	0	10	0.300	0.100	0.600	neutral	
sweep away	https://en.wiktionary.org/wiki/sweep_away	0	5	5	0	10	0.000	0.500	0.500	negative	
sweep out	https://en.wiktionary.org/wiki/sweep_out	0	4	6	0	10	0.000	0.400	0.600	neutral	
sweet as	https://en.wiktionary.org/wiki/sweet_as	9	0	1	0	10	0.900	0.000	0.100	positive	
sweet cherry	https://en.wiktionary.org/wiki/sweet_cherry	3	0	7	0	10	0.300	0.000	0.700	neutral	
sweet dreams	https://en.wiktionary.org/wiki/sweet_dreams	10	0	0	0	10	1.000	0.000	0.000	positive	
sweet nothings	https://en.wiktionary.org/wiki/sweet_nothings	0	2	8	0	10	0.000	0.200	0.800	neutral	
sweet on	https://en.wiktionary.org/wiki/sweet_on	9	0	1	0	10	0.900	0.000	0.100	positive	
sweet tooth	https://en.wiktionary.org/wiki/sweet_tooth	5	0	5	0	10	0.500	0.000	0.500	positive	
sweeten the pot	https://en.wiktionary.org/wiki/sweeten_the_pot	8	0	2	0	10	0.800	0.000	0.200	positive	
sweetheart deal	https://en.wiktionary.org/wiki/sweetheart_deal	9	0	1	0	10	0.900	0.000	0.100	positive	
sweetness and light	https://en.wiktionary.org/wiki/sweetness_and_light	10	0	0	0	10	1.000	0.000	0.000	positive	
swell up	https://en.wiktionary.org/wiki/swell_up	0	3	7	0	10	0.000	0.300	0.700	neutral	
swim upstream	https://en.wiktionary.org/wiki/swim_upstream	0	9	1	0	10	0.000	0.900	0.100	negative	
swing for the fences	https://en.wiktionary.org/wiki/swing_for_the_fences	2	2	6	0	10	0.200	0.200	0.600	neutral	
swing of things	https://en.wiktionary.org/wiki/swing_of_things	3	0	7	0	10	0.300	0.000	0.700	neutral	
swing state	https://en.wiktionary.org/wiki/swing_state	0	0	10	0	10	0.000	0.000	1.000	neutral	
swing through	https://en.wiktionary.org/wiki/swing_through	1	3	6	0	10	0.100	0.300	0.600	neutral	
swings and roundabouts	https://en.wiktionary.org/wiki/swings_and_roundabouts	0	0	10	0	10	0.000	0.000	1.000	neutral	
switch off	https://en.wiktionary.org/wiki/switch_off	0	3	7	0	10	0.000	0.300	0.700	neutral	
switch on	https://en.wiktionary.org/wiki/switch_on	1	0	9	0	10	0.100	0.000	0.900	neutral	
switch-hitter	https://en.wiktionary.org/wiki/switch-hitter	0	0	9	1	10	0.000	0.000	0.900	neutral	
table talk	https://en.wiktionary.org/wiki/table_talk	1	2	7	0	10	0.100	0.200	0.700	neutral	
tag along	https://en.wiktionary.org/wiki/tag_along	0	0	10	0	10	0.000	0.000	1.000	neutral	
tag team	https://en.wiktionary.org/wiki/tag_team	0	0	10	0	10	0.000	0.000	1.000	neutral	
tail between one's legs	https://en.wiktionary.org/wiki/tail_between_one's_legs	0	9	1	0	10	0.000	0.900	0.100	negative	
tail wagging the dog	https://en.wiktionary.org/wiki/tail_wagging_the_dog	0	1	9	0	10	0.000	0.100	0.900	neutral	
take a back seat	https://en.wiktionary.org/wiki/take_a_back_seat	0	6	4	0	10	0.000	0.600	0.400	negative	
take a bath	https://en.wiktionary.org/wiki/take_a_bath	0	3	7	0	10	0.000	0.300	0.700	neutral	
take a bite	https://en.wiktionary.org/wiki/take_a_bite	0	0	10	0	10	0.000	0.000	1.000	neutral	
take a bow	https://en.wiktionary.org/wiki/take_a_bow	4	0	6	0	10	0.400	0.000	0.600	neutral	
take a breath	https://en.wiktionary.org/wiki/take_a_breath	2	0	8	0	10	0.200	0.000	0.800	neutral	
take a breather	https://en.wiktionary.org/wiki/take_a_breather	5	0	5	0	10	0.500	0.000	0.500	positive	
take a bullet	https://en.wiktionary.org/wiki/take_a_bullet	3	4	3	0	10	0.300	0.400	0.300	negative	
take a chance	https://en.wiktionary.org/wiki/take_a_chance	0	3	7	0	10	0.000	0.300	0.700	neutral	
take a crack at	https://en.wiktionary.org/wiki/take_a_crack_at	1	0	9	0	10	0.100	0.000	0.900	neutral	
take a dim view of	https://en.wiktionary.org/wiki/take_a_dim_view_of	0	10	0	0	10	0.000	1.000	0.000	negative	
take a dive	https://en.wiktionary.org/wiki/take_a_dive	0	5	5	0	10	0.000	0.500	0.500	negative	
take a gamble	https://en.wiktionary.org/wiki/take_a_gamble	1	1	8	0	10	0.100	0.100	0.800	neutral	
take a gander	https://en.wiktionary.org/wiki/take_a_gander	0	0	10	0	10	0.000	0.000	1.000	neutral	
take a hike	https://en.wiktionary.org/wiki/take_a_hike	0	4	6	0	10	0.000	0.400	0.600	neutral	
take a joke	https://en.wiktionary.org/wiki/take_a_joke	1	0	9	0	10	0.100	0.000	0.900	neutral	
take a look	https://en.wiktionary.org/wiki/take_a_look	0	0	10	0	10	0.000	0.000	1.000	neutral	
take a nap	https://en.wiktionary.org/wiki/take_a_nap	1	0	9	0	10	0.100	0.000	0.900	neutral	
take a number	https://en.wiktionary.org/wiki/take_a_number	0	0	10	0	10	0.000	0.000	1.000	neutral	
take a picture	https://en.wiktionary.org/wiki/take_a_picture	0	0	10	0	10	0.000	0.000	1.000	neutral	
take a risk	https://en.wiktionary.org/wiki/take_a_risk	0	5	5	0	10	0.000	0.500	0.500	negative	
take a run at	https://en.wiktionary.org/wiki/take_a_run_at	3	1	6	0	10	0.300	0.100	0.600	neutral	
take a seat	https://en.wiktionary.org/wiki/take_a_seat	0	1	9	0	10	0.000	0.100	0.900	neutral	
take a stab at	https://en.wiktionary.org/wiki/take_a_stab_at	2	1	7	0	10	0.200	0.100	0.700	neutral	
take a stand	https://en.wiktionary.org/wiki/take_a_stand	4	0	6	0	10	0.400	0.000	0.600	neutral	
take a tumble	https://en.wiktionary.org/wiki/take_a_tumble	0	10	0	0	10	0.000	1.000	0.000	negative	
take a turn for the better	https://en.wiktionary.org/wiki/take_a_turn_for_the_better	10	0	0	0	10	1.000	0.000	0.000	positive	
take a turn for the worse	https://en.wiktionary.org/wiki/take_a_turn_for_the_worse	0	10	0	0	10	0.000	1.000	0.000	negative	
take aim	https://en.wiktionary.org/wiki/take_aim	0	3	7	0	10	0.000	0.300	0.700	neutral	
take cover	https://en.wiktionary.org/wiki/take_cover	3	1	6	0	10	0.300	0.100	0.600	neutral	
take effect	https://en.wiktionary.org/wiki/take_effect	5	0	5	0	10	0.500	0.000	0.500	positive	X
take exception	https://en.wiktionary.org/wiki/take_exception	0	4	6	0	10	0.000	0.400	0.600	neutral	
take flight	https://en.wiktionary.org/wiki/take_flight	0	1	9	0	10	0.000	0.100	0.900	neutral	
take for granted	https://en.wiktionary.org/wiki/take_for_granted	1	6	3	0	10	0.100	0.600	0.300	negative	
take heart	https://en.wiktionary.org/wiki/take_heart	6	0	4	0	10	0.600	0.000	0.400	positive	
take heed	https://en.wiktionary.org/wiki/take_heed	2	0	8	0	10	0.200	0.000	0.800	neutral	
take into account	https://en.wiktionary.org/wiki/take_into_account	1	0	9	0	10	0.100	0.000	0.900	neutral	
take into consideration	https://en.wiktionary.org/wiki/take_into_consideration	0	0	10	0	10	0.000	0.000	1.000	neutral	
take it away	https://en.wiktionary.org/wiki/take_it_away	0	0	10	0	10	0.000	0.000	1.000	neutral	
take it easy	https://en.wiktionary.org/wiki/take_it_easy	4	0	6	0	10	0.400	0.000	0.600	neutral	
take it from me	https://en.wiktionary.org/wiki/take_it_from_me	2	0	8	0	10	0.200	0.000	0.800	neutral	
take it or leave it	https://en.wiktionary.org/wiki/take_it_or_leave_it	0	1	9	0	10	0.000	0.100	0.900	neutral	
take it out on	https://en.wiktionary.org/wiki/take_it_out_on	0	10	0	0	10	0.000	1.000	0.000	negative	
take it outside	https://en.wiktionary.org/wiki/take_it_outside	0	6	4	0	10	0.000	0.600	0.400	negative	
take its toll	https://en.wiktionary.org/wiki/take_its_toll	0	10	0	0	10	0.000	1.000	0.000	negative	
take kindly	https://en.wiktionary.org/wiki/take_kindly	10	0	0	0	10	1.000	0.000	0.000	positive	
take leave	https://en.wiktionary.org/wiki/take_leave	0	1	9	0	10	0.000	0.100	0.900	neutral	
take liberties	https://en.wiktionary.org/wiki/take_liberties	0	4	6	0	10	0.000	0.400	0.600	neutral	
take lightly	https://en.wiktionary.org/wiki/take_lightly	2	0	8	0	10	0.200	0.000	0.800	neutral	
take matters into one's own hands	https://en.wiktionary.org/wiki/take_matters_into_one's_own_hands	0	1	9	0	10	0.000	0.100	0.900	neutral	
take no for an answer	https://en.wiktionary.org/wiki/take_no_for_an_answer	2	5	3	0	10	0.200	0.500	0.300	negative	
take no prisoners	https://en.wiktionary.org/wiki/take_no_prisoners	2	2	6	0	10	0.200	0.200	0.600	neutral	
take on	https://en.wiktionary.org/wiki/take_on	1	0	9	0	10	0.100	0.000	0.900	neutral	
take on water	https://en.wiktionary.org/wiki/take_on_water	1	6	3	0	10	0.100	0.600	0.300	negative	
take one's chance	https://en.wiktionary.org/wiki/take_one's_chance	4	0	6	0	10	0.400	0.000	0.600	neutral	
take one's eye off the ball	https://en.wiktionary.org/wiki/take_one's_eye_off_the_ball	2	8	0	0	10	0.200	0.800	0.000	negative	
take one's hat off to	https://en.wiktionary.org/wiki/take_one's_hat_off_to	9	0	1	0	10	0.900	0.000	0.100	positive	
take one's lumps	https://en.wiktionary.org/wiki/take_one's_lumps	2	5	3	0	10	0.200	0.500	0.300	negative	
take one's pick	https://en.wiktionary.org/wiki/take_one's_pick	0	0	10	0	10	0.000	0.000	1.000	neutral	
take one's time	https://en.wiktionary.org/wiki/take_one's_time	2	0	8	0	10	0.200	0.000	0.800	neutral	
take out	https://en.wiktionary.org/wiki/take_out	0	1	9	0	10	0.000	0.100	0.900	neutral	
take out the trash	https://en.wiktionary.org/wiki/take_out_the_trash	3	5	2	0	10	0.300	0.500	0.200	negative	
take over	https://en.wiktionary.org/wiki/take_over	4	2	4	0	10	0.400	0.200	0.400	positive	X
take part	https://en.wiktionary.org/wiki/take_part	3	0	7	0	10	0.300	0.000	0.700	neutral	
take pride	https://en.wiktionary.org/wiki/take_pride	10	0	0	0	10	1.000	0.000	0.000	positive	
take sick	https://en.wiktionary.org/wiki/take_sick	0	7	3	0	10	0.000	0.700	0.300	negative	
take sides	https://en.wiktionary.org/wiki/take_sides	0	0	10	0	10	0.000	0.000	1.000	neutral	
take someone's word for it	https://en.wiktionary.org/wiki/take_someone's_word_for_it	2	0	8	0	10	0.200	0.000	0.800	neutral	
take the bait	https://en.wiktionary.org/wiki/take_the_bait	0	7	3	0	10	0.000	0.700	0.300	negative	
take the bull by the horns	https://en.wiktionary.org/wiki/take_the_bull_by_the_horns	6	0	4	0	10	0.600	0.000	0.400	positive	
take the cake	https://en.wiktionary.org/wiki/take_the_cake	6	0	4	0	10	0.600	0.000	0.400	positive	
take the fall	https://en.wiktionary.org/wiki/take_the_fall	0	7	3	0	10	0.000	0.700	0.300	negative	
take the field	https://en.wiktionary.org/wiki/take_the_field	0	0	10	0	10	0.000	0.000	1.000	neutral	
take the fifth	https://en.wiktionary.org/wiki/take_the_fifth	0	2	8	0	10	0.000	0.200	0.800	neutral	
take the game to	https://en.wiktionary.org/wiki/take_the_game_to	2	1	7	0	10	0.200	0.100	0.700	neutral	
take the heat	https://en.wiktionary.org/wiki/take_the_heat	1	7	2	0	10	0.100	0.700	0.200	negative	
take the hint	https://en.wiktionary.org/wiki/take_the_hint	1	1	8	0	10	0.100	0.100	0.800	neutral	
