idiom	patterns
said and done	"[[{""LEMMA"": {""REGEX"": ""(?i)^say$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^do$""}}]]"
salt in the wound	"[[{""LEMMA"": {""REGEX"": ""(?i)^salt$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wound$""}}]]"
salt of the earth	"[[{""LEMMA"": {""REGEX"": ""(?i)^salt$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^earth$""}}]]"
same old same old	"[[{""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^old$""}}, {""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^old$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^old$""}}, {""TEXT"": "","", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^old$""}}], [{""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^old$""}}, {""TEXT"": {""REGEX"": ""(?i)^,$""}}, {""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^old$""}}], [{""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^old$""}}, {""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^old$""}}], [{""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": {""REGEX"": ""(?i)^old$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": {""REGEX"": ""(?i)^old$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ol'$""}}, {""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ol'$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ol'$""}}, {""TEXT"": "","", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ol'$""}}], [{""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^ol'$""}}, {""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^ol'$""}}], [{""TEXT"": {""REGEX"": ""(?i)^same$""}}, {""TEXT"": {""REGEX"": ""(?i)^ol'-same$""}}, {""TEXT"": {""REGEX"": ""(?i)^ol'$""}}]]"
same old story	"[[{""LEMMA"": {""REGEX"": ""(?i)^same$""}}, {""LEMMA"": {""REGEX"": ""(?i)^old$""}}, {""LEMMA"": {""REGEX"": ""(?i)^story$""}}]]"
save someone's skin	"[[{""LEMMA"": {""REGEX"": ""(?i)^save$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^skin$""}}]]"
save the day	"[[{""LEMMA"": {""REGEX"": ""(?i)^save$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^day$""}}]]"
say it all	"[[{""LEMMA"": {""REGEX"": ""(?i)^say$""}}, {""LEMMA"": {""REGEX"": ""(?i)^it$""}}, {""LEMMA"": {""REGEX"": ""(?i)^all$""}}]]"
say no more	"[[{""LEMMA"": {""REGEX"": ""(?i)^say$""}}, {""LEMMA"": {""REGEX"": ""(?i)^no$""}}, {""LEMMA"": {""REGEX"": ""(?i)^more$""}}]]"
scared to death	"[[{""LEMMA"": {""REGEX"": ""(?i)^scared$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^death$""}}]]"
school of hard knocks	"[[{""LEMMA"": {""REGEX"": ""(?i)^school$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^hard$""}}, {""LEMMA"": {""REGEX"": ""(?i)^knock$""}}]]"
scrape through	"[[{""LEMMA"": {""REGEX"": ""(?i)^scrape$""}}, {""LEMMA"": {""REGEX"": ""(?i)^through$""}}]]"
scrape together	"[[{""LEMMA"": {""REGEX"": ""(?i)^scrape$""}}, {""LEMMA"": {""REGEX"": ""(?i)^together$""}}]]"
scratch one's head	"[[{""LEMMA"": {""REGEX"": ""(?i)^scratch$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^head$""}}]]"
scratch the surface	"[[{""LEMMA"": {""REGEX"": ""(?i)^scratch$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^surface$""}}]]"
screw-up	"[[{""TEXT"": {""REGEX"": ""(?i)^screw$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^up$""}}]]"
scrimp and save	"[[{""LEMMA"": {""REGEX"": ""(?i)^scrimp$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^save$""}}]]"
scum of the earth	"[[{""LEMMA"": {""REGEX"": ""(?i)^scum$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^earth$""}}]]"
seal the deal	"[[{""LEMMA"": {""REGEX"": ""(?i)^seal$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^deal$""}}]]"
seat-of-the-pants	"[[{""TEXT"": {""REGEX"": ""(?i)^seat$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^the$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^pants$""}}]]"
second-guess	"[[{""TEXT"": {""REGEX"": ""(?i)^second$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^guess$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^second$""}}, {""LEMMA"": {""REGEX"": ""(?i)^guess$""}}]]"
see a man	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^man$""}}]]"
see eye to eye	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""LEMMA"": {""REGEX"": ""(?i)^eye$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^eye$""}}], [{""TEXT"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": {""REGEX"": ""(?i)^eye$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^to$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^eye$""}}]]"
see someone's point	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^point$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^get$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^point$""}}]]"
see the forest for the trees	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^forest$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^tree$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wood$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^tree$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^forest$""}}, {""LEMMA"": {""REGEX"": ""(?i)^but$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^tree$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^forest$""}}, {""LEMMA"": {""REGEX"": ""(?i)^through$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^tree$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^tree$""}}, {""LEMMA"": {""REGEX"": ""(?i)^through$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^forest$""}}]]"
see the light	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^light$""}}]]"
see the light of day	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^light$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^day$""}}]]"
see the point	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^point$""}}]]"
see you later	"[[{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""LEMMA"": {""REGEX"": ""(?i)^you$""}}, {""LEMMA"": {""REGEX"": ""(?i)^later$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^see$""}}, {""LEMMA"": {""REGEX"": ""(?i)^you$""}}, {""LEMMA"": {""REGEX"": ""(?i)^around$""}}]]"
seize the day	"[[{""LEMMA"": {""REGEX"": ""(?i)^seize$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^day$""}}]]"
sell one's soul	"[[{""LEMMA"": {""REGEX"": ""(?i)^sell$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^soul$""}}]]"
sell-by date	"[[{""TEXT"": {""REGEX"": ""(?i)^sell$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^by$""}}, {""TEXT"": {""REGEX"": ""(?i)^date$""}}]]"
seller's market	"[[{""LEMMA"": {""REGEX"": ""(?i)^seller$""}}, {""LEMMA"": {""REGEX"": ""(?i)^'s$""}}, {""LEMMA"": {""REGEX"": ""(?i)^market$""}}]]"
send someone packing	"[[{""LEMMA"": {""REGEX"": ""(?i)^send$""}}, {""POS"": ""PRON""}, {""LEMMA"": {""REGEX"": ""(?i)^pack$""}}]]"
separate the wheat from the chaff	"[[{""LEMMA"": {""REGEX"": ""(?i)^separate$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wheat$""}}, {""LEMMA"": {""REGEX"": ""(?i)^from$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^chaff$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^sort$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wheat$""}}, {""LEMMA"": {""REGEX"": ""(?i)^from$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^chaff$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^winnow$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wheat$""}}, {""LEMMA"": {""REGEX"": ""(?i)^from$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^chaff$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^winnow$""}}, {""LEMMA"": {""REGEX"": ""(?i)^grain$""}}, {""LEMMA"": {""REGEX"": ""(?i)^from$""}}, {""LEMMA"": {""REGEX"": ""(?i)^chaff$""}}]]"
set eyes on	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^eye$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}]]"
set for life	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""LEMMA"": {""REGEX"": ""(?i)^life$""}}]]"
set in motion	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""LEMMA"": {""REGEX"": ""(?i)^motion$""}}]]"
set in one's ways	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^way$""}}]]"
set in stone	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""LEMMA"": {""REGEX"": ""(?i)^stone$""}}]]"
set of wheels	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^wheel$""}}]]"
set one's heart on	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^heart$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^have$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^heart$""}}, {""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^have$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^heart$""}}, {""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^upon$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^heart$""}}, {""LEMMA"": {""REGEX"": ""(?i)^upon$""}}]]"
set one's sights on	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^sight$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^sight$""}}]]"
set pulses racing	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^pulse$""}}, {""LEMMA"": {""REGEX"": ""(?i)^race$""}}]]"
set the bar	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^bar$""}}]]"
set the stage	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^stage$""}}]]"
set the table	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^table$""}}]]"
set the wheels in motion	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^wheel$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""LEMMA"": {""REGEX"": ""(?i)^motion$""}}]]"
set the world on fire	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^world$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}, {""LEMMA"": {""REGEX"": ""(?i)^fire$""}}]]"
set to work	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^work$""}}]]"
set up shop	"[[{""LEMMA"": {""REGEX"": ""(?i)^set$""}}, {""LEMMA"": {""REGEX"": ""(?i)^up$""}}, {""LEMMA"": {""REGEX"": ""(?i)^shop$""}}]]"
sex, drugs and rock 'n' roll	"[[{""LEMMA"": {""REGEX"": ""(?i)^sex$""}}, {""TEXT"": "","", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^drug$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^rock$""}}, {""LEMMA"": {""REGEX"": ""(?i)^'$""}}, {""LEMMA"": {""REGEX"": ""(?i)^n$""}}, {""LEMMA"": {""REGEX"": ""(?i)^'$""}}, {""LEMMA"": {""REGEX"": ""(?i)^roll$""}}]]"
sexual tension	"[[{""LEMMA"": {""REGEX"": ""(?i)^sexual$""}}, {""LEMMA"": {""REGEX"": ""(?i)^tension$""}}]]"
shake a leg	"[[{""LEMMA"": {""REGEX"": ""(?i)^shake$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^leg$""}}]]"
share a bed	"[[{""LEMMA"": {""REGEX"": ""(?i)^share$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^bed$""}}]]"
sharp-elbowed	"[[{""TEXT"": {""REGEX"": ""(?i)^sharp$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^elbowed$""}}]]"
she'll be right	"[[{""LEMMA"": {""REGEX"": ""(?i)^she$""}}, {""LEMMA"": {""REGEX"": ""(?i)^'ll$""}}, {""LEMMA"": {""REGEX"": ""(?i)^be$""}}, {""LEMMA"": {""REGEX"": ""(?i)^right$""}}]]"
shed a tear	"[[{""LEMMA"": {""REGEX"": ""(?i)^shed$""}}, {""TEXT"": ""a"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^tear$""}}]]"
shoo-in	"[[{""TEXT"": {""REGEX"": ""(?i)^shoo$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^in$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^shoo$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}], [{""TEXT"": {""REGEX"": ""(?i)^shoe$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^in$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^shoe$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}]]"
shoot 'em up	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^'em$""}}, {""LEMMA"": {""REGEX"": ""(?i)^up$""}}], [{""TEXT"": {""REGEX"": ""(?i)^shoot$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^em$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^up$""}}], [{""TEXT"": {""REGEX"": ""(?i)^shoot-'em$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^up$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^they$""}}, {""LEMMA"": {""REGEX"": ""(?i)^up$""}}]]"
shoot first and ask questions later	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^first$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^ask$""}}, {""LEMMA"": {""REGEX"": ""(?i)^question$""}}, {""LEMMA"": {""REGEX"": ""(?i)^later$""}}]]"
shoot the breeze	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^breeze$""}}]]"
shoot the messenger	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^messenger$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^kill$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^messenger$""}}]]"
short and sweet	"[[{""LEMMA"": {""REGEX"": ""(?i)^short$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^sweet$""}}]]"
short end of the stick	"[[{""LEMMA"": {""REGEX"": ""(?i)^short$""}}, {""LEMMA"": {""REGEX"": ""(?i)^end$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^stick$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^short$""}}, {""LEMMA"": {""REGEX"": ""(?i)^end$""}}]]"
shot across the bow	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^across$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^bow$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^across$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^bow$""}}]]"
shot in the arm	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^arm$""}}]]"
shot in the dark	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoot$""}}, {""LEMMA"": {""REGEX"": ""(?i)^in$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^dark$""}}]]"
shotgun approach	"[[{""LEMMA"": {""REGEX"": ""(?i)^shotgun$""}}, {""LEMMA"": {""REGEX"": ""(?i)^approach$""}}]]"
shotgun wedding	"[[{""LEMMA"": {""REGEX"": ""(?i)^shotgun$""}}, {""LEMMA"": {""REGEX"": ""(?i)^wedding$""}}]]"
shoulder to cry on	"[[{""LEMMA"": {""REGEX"": ""(?i)^shoulder$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^cry$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}]]"
shout from the rooftops	"[[{""LEMMA"": {""REGEX"": ""(?i)^shout$""}}, {""LEMMA"": {""REGEX"": ""(?i)^from$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^rooftop$""}}]]"
show one's face	"[[{""LEMMA"": {""REGEX"": ""(?i)^show$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^face$""}}]]"
shrinking violet	"[[{""LEMMA"": {""REGEX"": ""(?i)^shrink$""}}, {""LEMMA"": {""REGEX"": ""(?i)^violet$""}}]]"
shut one's mouth	"[[{""LEMMA"": {""REGEX"": ""(?i)^shut$""}}, {""TAG"": ""PRP$""}, {""LEMMA"": {""REGEX"": ""(?i)^mouth$""}}]]"
shut the door on	"[[{""LEMMA"": {""REGEX"": ""(?i)^shut$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^door$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^close$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^door$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}], [{""LEMMA"": {""REGEX"": ""(?i)^slam$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^door$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}]]"
sick and tired	"[[{""LEMMA"": {""REGEX"": ""(?i)^sick$""}}, {""LEMMA"": {""REGEX"": ""(?i)^and$""}}, {""LEMMA"": {""REGEX"": ""(?i)^tired$""}}]]"
sigh of relief	"[[{""LEMMA"": {""REGEX"": ""(?i)^sigh$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""LEMMA"": {""REGEX"": ""(?i)^relief$""}}]]"
sight for sore eyes	"[[{""LEMMA"": {""REGEX"": ""(?i)^sight$""}}, {""LEMMA"": {""REGEX"": ""(?i)^for$""}}, {""LEMMA"": {""REGEX"": ""(?i)^sore$""}}, {""LEMMA"": {""REGEX"": ""(?i)^eye$""}}]]"
sight to behold	"[[{""LEMMA"": {""REGEX"": ""(?i)^sight$""}}, {""LEMMA"": {""REGEX"": ""(?i)^to$""}}, {""LEMMA"": {""REGEX"": ""(?i)^behold$""}}]]"
sign of the times	"[[{""LEMMA"": {""REGEX"": ""(?i)^sign$""}}, {""LEMMA"": {""REGEX"": ""(?i)^of$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^time$""}}]]"
sign on the dotted line	"[[{""LEMMA"": {""REGEX"": ""(?i)^sign$""}}, {""LEMMA"": {""REGEX"": ""(?i)^on$""}}, {""TEXT"": ""the"", ""OP"": ""?""}, {""LEMMA"": {""REGEX"": ""(?i)^dotted$""}}, {""LEMMA"": {""REGEX"": ""(?i)^line$""}}]]"
significance level	"[[{""LEMMA"": {""REGEX"": ""(?i)^significance$""}}, {""LEMMA"": {""REGEX"": ""(?i)^level$""}}]]"
silver-tongued	"[[{""TEXT"": {""REGEX"": ""(?i)^silver$""}}, {""TEXT"": ""-"", ""OP"": ""?""}, {""TEXT"": {""REGEX"": ""(?i)^tongued$""}}]]"
simple english	"[[{""LEMMA"": {""REGEX"": ""(?i)^simple$""}}, {""LEMMA"": {""REGEX"": ""(?i)^english$""}}]]"
